stop_id,40.ida,40.reg,41.ida ,41.reg,42.ida,42.reg,43.ida,43.reg,44.ida,44.reg,50.ida,50.reg,51.ida,51.reg,52.ida,52.reg,53.ida,53.reg,54.ida,54.reg,55.ida,55.reg,d50.ida,d50.reg,500,501,600,601
7257,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
7258,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
7259,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
7260,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
7261,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
7262,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
7263,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
7264,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
7265,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
7266,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
7267,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
7268,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
7269,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
7270,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
7271,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
7272,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
7273,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
7274,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
7275,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
7276,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
7277,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
7278,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
7279,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
7280,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
7281,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,
7282,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,
7283,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
7284,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
7285,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
7286,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
7287,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
7288,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
7289,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
7290,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
7291,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
7292,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
7293,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
7294,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
7295,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
7296,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,
7297,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,
7298,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,
7299,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,
7300,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
7301,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,
7302,,,,,,,X,X,,,,,,,,,,,X,,,,,,,X,,
7303,,,,,,,,X,,,,,,,,,,,X,,,,,,,X,,
7304,,,,,,,,X,,,,,,,,,,,X,,,,,,,X,,
7305,,,,,,,,X,,,,,,,,,,,X,X,,,X,,,,,
