stop_id,stop_lat,stop_lon,stop_calle,stop_esquina
7070,-31.35539072934748,-64.16132411404996,Alfonsina Storni 990,Esq. Ricardo Guiraldes
7071,-31.35620597821463,-64.15845569116864,Alfonsina Storni 1174,Esq. Ricardo Gutierrez
7072,-31.35707892240152,-64.15662289527084,Alfonsina Storni 1310,Esq. Municipal Zanichelli
7073,-31.35853678577348,-64.15490011660113,Alfonsina Storni 1460,Esq. Jose Santos Chocano
7074,-31.35999740863628,-64.15226378026289,Bartolome Hidalgo 1500,Entre Marco Del Pont Y Juan Luis Orrego
7075,-31.35795725221618,-64.15160369292519,Jose Luis Orrego 4648,Esq. Zorrilla De San Martin
7076,-31.3558456320481,-64.15157798096922,Jose Luis Orrego 4726,Esq. Cuneo Dardo
7077,-31.35472971149512,-64.15298409193271,Constancio Vigil 1485,Entre Marco Del Pont Y Victoriano Montes
7078,-31.35477812073295,-64.15582391648158,Constancio Vigil 1398,Esq. Alfredo Bufano
7079,-31.354813472183,-64.15720388422032,Constancio Vigil 1265,Esq. Ricardo Gutierrez
7080,-31.35596989631282,-64.1587675610479,Alfonsina Storni 1150,Esq. Florentino Ameghino
7081,-31.35533474729744,-64.16090388105235,Alfonsina Storni 1007,Esq. Ricardo Guiraldes
7082,-31.35447457524377,-64.16391331126653,Alfonsina Storni 800,Esq. Juan Montalvo
7083,-31.35386603117998,-64.16603736028844,Alfonsina Storni 649,Esq. Miguel Cane
7084,-31.35380255085404,-64.16819169874249,Alfonsina Storni 500,Esq. Jose Marmol
7085,-31.35382220517213,-64.17198543129935,Alfonsina Storni 251,Esq. Pablo Grousac
7086,-31.3537682215231,-64.17558226889838,Alfonsina Storni 31,Esq. Roberto Payro
7087,-31.36237194607865,-64.17624597408937,Av. Juan B. Justo 5229,Fte. Planta Ypf
7088,-31.36504759956482,-64.17619203006151,Av. Juan B. Justo 5005,Fte. Auxilio Match
7089,-31.36831452690216,-64.17621847966953,Av. Juan B. Justo 4775,Esq. Pablo Neruda
7090,-31.37150781248419,-64.17613870023519,Av. Juan B. Justo 4519,Entre 6 De Agosto Y Unquillo (Feria La Toscana)
7091,-31.37314109913942,-64.17618005277716,Av. Juan B. Justo 4249,Cpc Juan B. Justo
7092,-31.37639177947632,-64.17617439646826,Av. Juan B. Justo 4150,Entre Cjal. Cabiche Y Garrido
7093,-31.3790675537065,-64.1761267870577,Av. Juan B. Justo 3917,Esq. Pje. Angel Pacheco
7094,-31.38152495584072,-64.17607935150588,Av. Juan B. Justo 3717,Esq. Bartolome Argensola
7095,-31.38488312747021,-64.17606635144219,Av. Juan B. Justo 3453,Esq. Calderon De La Barca
7096,-31.38519755048757,-64.17785020696721,Calderon De La Barca 258,Entre Gral. Paz Y Tucuman
7097,-31.3874755233388,-64.17842185242903,Tucuman 2405,Esq. Fray Leon Torres
7098,-31.38932440283472,-64.17836449014814,Tucuman 2255,Entre Castelar Y Cervantes
7099,-31.39141181068305,-64.17835783011509,Tucuman 2100,Esq. Dr. Manuel Lucero
7100,-31.39359612525894,-64.17838888401958,Tucuman 2045,Esq. Isabel La Catolica
7101,-31.39480871387562,-64.1770301325574,Gianelli 600,Esq. Rivera Indarte
7102,-31.39555590647074,-64.17455161744614,Gianelli 600,Esq. Republica De Libano
7103,-31.39626066521737,-64.17226782305225,Gianelli 758,Esq. Gino Galeotti
7104,-31.39828925103345,-64.17288494041284,Gino Galeotti 213,Esq. Magariños Cervantes
7105,-31.39978122974824,-64.17424836186265,Bv. Eduardo Bulnes 1081,Entre Galeootti Y Felix Frias
7106,-31.40093804751398,-64.17470225989,Felix Frias 1525,Esq. Suipacha
7107,-31.40354744277173,-64.1747204094881,Cochabamba 917,Esq. Fray Mamerto Esquiu
7108,-31.40332721152029,-64.17732228064318,Faustino Allende 62,Esq. Tillard
7109,-31.40245867868176,-64.18016390174874,Faustino Allende 166,Esq. Pje. Francisco Ramirez
7110,-31.4017152426413,-64.1825198070331,Faustino Allende  282,Esq. Roque Saenz Peña
7111,-31.4025940711219,-64.18313322510076,Av. Roque Saenz Peña 1211,Esq. Juan B. Bustos
7112,-31.40513761471929,-64.18284344667022,Av. Roque Saenz Peña 851,Parque Las Heras
7113,-31.4080775275839,-64.18379860889725,Av. Gral. Paz 700,Esq. Tablada
7114,-31.41238088623073,-64.18560533444526,Av. Gral. Paz 250,Correo Central
7115,-31.41702465727626,-64.1875055515994,Av. Velez Sarsfield 172,Entre Caseros Y Duarte Quiros
7116,-31.4185510697752,-64.1886122101004,Av. Duarte Quiros 232,Entre Av. Velez Sarsfield Y Belgrano
7117,-31.4168596858721,-64.19442114101815,Av. Duarte Quiros 670,Esq. Corro
7118,-31.41555481572232,-64.1984005445025,Av. Duarte Quiros 950,Entre San Jose De Calazans Y M. Moreno
7119,-31.41458150331322,-64.20112964597863,Av. Duarte Quiros 1182,Esq. Paraguay
7120,-31.4130048104083,-64.20475941005203,Av. Duarte Quiros 1400,Fte. Nuevocentro Shopping
7121,-31.41195459660629,-64.20801873282926,Av. Duarte Quiros 1684,Esq. Jose Miguel Urrutia
7122,-31.41098336295691,-64.21111609218636,Av. Duarte Quiros 1984,Esq. Ocaña (Clinica Colombo)
7123,-31.41026383532888,-64.21337829077282,Av. Duarte Quiros 2200,Esq. Hipolito Vieytes
7124,-31.40922223016782,-64.21654983651631,Av. Duarte Quiros 2434,Entre Olegario Correa Y Juan Echeverria
7125,-31.40848674798946,-64.21886373397878,Av. Duarte Quiros 2650,Entre Padre Lozano Y Almirante Guillermo Brown
7126,-31.40771487505489,-64.2212691924459,Av. Duarte Quiros 2822,Esq. Leon Pinelo
7127,-31.40709311238214,-64.2232845810982,Av. Duarte Quiros 3056,Entre Velez Y Maestro Vidal
7128,-31.40628902233902,-64.22587594624996,Av. Duarte Quiros 3290,Esq. Cjal. Peñaloza
7129,-31.40752099236038,-64.22757438140863,Juana Azurduy 344,Entre Guillermo Reyna Y Luis De Azpeitia
7130,-31.40785459924711,-64.2294725912894,Luis De Azpeitia 3576,Esq. Felix Paz
7131,-31.40772562730894,-64.23217500746397,Av. Don Bosco 3800,Fte. Plaza
7132,-31.40782483065689,-64.2336271323638,Av. Don Bosco 3900,Pasando Diego Cala
7133,-31.40772272547174,-64.23569484038678,Av. Don Bosco 4000,Fte. Escuela De Oficiales
7134,-31.40712396427932,-64.2382757984093,Av. Don Bosco 4166,Esq. Jose Cortez Y Fernandez
7135,-31.40656443816501,-64.240529946881,Av. Don Bosco 4314,Esq. Juan Garcia Martinez
7136,-31.40610682568438,-64.24223272087922,Av. Don Bosco 4456,Plaza B° Las Palmas
7137,-31.40532611227433,-64.24415279443632,Av. Don Bosco 4638,Fte. Empresa Coniferal
7138,-31.40469123225578,-64.24559351771906,Av. Don Bosco 4826,Esq. Sauce Grande
7139,-31.40306323871533,-64.24896195837381,Av. Don Bosco 4996,Esq. Juan Antonio Barcena
7140,-31.40198629563425,-64.25120773279586,Av. Don Bosco 5122,Fte. Colegio San Buenaventura
7141,-31.40090833333333,-64.25346803676184,Av. Don Bosco 5282,Esq. Potrerillos
7142,-31.39966619242653,-64.25604020944914,Av. Don Bosco 5454,Esq. Requinoa
7143,-31.39814456798075,-64.2592718161973,Av. Don Bosco 5784,Esq. Pasco
7144,-31.39709473437541,-64.26155464901493,Av. Don Bosco 6112,Esq. Francisco De Paula Rivero
7145,-31.39617356311394,-64.26342328993644,Av. Don Bosco 6280,Esq. Calandria
7146,-31.39456607607606,-64.26708726857893,Av. Colon 6500,Entre Ramon J. Carcano Y Mahatma Gandhi (Tropezon)
7147,-31.40072242351131,-64.26794864822413,Juana Manso 6543,Esq. Julia Funes De Bonnet
7148,-31.40113754197284,-64.26603857573292,Juana Manso 6339,Esq. Francisco De Bengolea
7149,-31.40205858380675,-64.26481696785291,Luz Vieyra Mendez 300,Esq. Docentes Argentinos
7150,-31.40415661005012,-64.26495054073857,Luz Vieyra Mendez 191,Esq. Publica B
7151,-31.40676976193301,-64.26497267773935,Luz Vieyra Mendez 700,Esq. Jose Cortez Funes
7152,-31.40791488289881,-64.26393442327266,Alto Alegre 664,Entre Jose Cortez Funes Y Juan Antonio Fernandez
7153,-31.40909338152522,-64.26393376303818,Alto Alegre 750,Entre Formosa Y Cleto Aguirre
7154,-31.40921496728442,-64.26599827629867,Cleto Aguirre 6276,Esq. Asia
7155,-31.40925439309591,-64.2687133707509,Cleto Aguirre 6548,Entre Rio Yuspe Y Dr. Jose Ceballos
7156,-31.40714446129599,-64.2689714034001,Dr. Jose Ceballos 659,Esq. Jose Cortez Funes
7157,-31.40393123182675,-64.26775847245335,Calle Publica 3 N° 6453,Esq. Los Tartagos.
7158,-31.3085719119873,-64.17572556602983,Av. Juan B. Justo 9500,Esq. Del Kultrum
7159,-31.3124382760552,-64.17621929159658,Av. Juan B. Justo 9300,Esq. El Guardamonte (Plaza Guiñazu)
7160,-31.31589006775073,-64.17596160007649,Av. Juan B. Justo 8863,Esq. El Charango
7161,-31.32043908638818,-64.17588395674808,Av. Juan B. Justo 8645,Entre De La Ocariña Y Raul Felipe Lucini
7162,-31.32455973959322,-64.17589203363458,Av. Juan B. Justo 8500,Esq. Agustin Paolucci (Fte. Escuela)
7163,-31.32972216129084,-64.1758730776046,Av. Juan B. Justo 8003,Fte. Ingreso Villa Grande
7164,-31.33226876613735,-64.1758287121613,Av. Juan B. Justo 7800,
7165,-31.33507461048525,-64.17579549448334,Av. Juan B. Justo 7209,Esq. Ana Riglos De Yrigoyen
7166,-31.33703707186065,-64.1762216113606,Av. Juan B. Justo 6579,Esq. Baldovin
7167,-31.33841377636852,-64.17620348901931,Av. Juan B. Justo 6595,Esq. El Chingolo
7168,-31.34228313592195,-64.17623248763175,Av. Juan B. Justo 6500,Fte. Cordoba Rugby
7169,-31.34707872640386,-64.17620857497688,Av. Juan B. Justo 6000,Fte. Liceo Militar
7170,-31.34993122256039,-64.17625705764631,Av. Juan B. Justo 5671,Esq. Alberto Mascias
7171,-31.35413541356486,-64.17638565330749,Anchorena 5400,Esq. Horacio Anasagasti
7172,-31.42101518143972,-64.18850763417329,Av. Hipolito Yrigoyen 56,Esq. Montevideo
7173,-31.42505496311865,-64.18660745531125,Av. Hipolito Yrigoyen 386,Esq. Buenos Aires
7174,-31.42748048393525,-64.18545794565047,Av. Hipolito Yrigoyen 552,Esq. Larrañaga
7175,-31.42969032140191,-64.18457400023969,Av. Hipolito Yrigoyen 660,Fte. Plaza España
7176,-31.43180107578174,-64.18425962197378,Av. Hipolito Yrigoyen 800,Fte. Parque De Las Tejas
7177,-31.43543092614063,-64.18541581385,Av. Ciudad De Valparaiso S/N,Fte. Facultad De Ciencias Economicas
7178,-31.43884615424381,-64.18699298510218,Haya De La Torre S/N,Fte. Escuela De Enfermeria (Ciudad Universitaria)
7179,-31.4385038873034,-64.18838539292112,Haya De La Torre S/N,Esq. Enrique Barros
7180,-31.43739285052938,-64.19190002978327,Haya De La Torre S/N,Esq. Medina Allende
7181,-31.43984760477514,-64.1926918193456,Maestro Marcelo Lopez S/N,Fte. Inst. Helen Keller
7182,-31.44208497620286,-64.1938509612348,Maestro Marcelo Lopez S/N,Fte. Ministerio De Desarrollo Social
7183,-31.44213392059296,-64.19367991851725,Maestro Marcelo Lopez S/N,Fte. Utn
7184,-31.44005195362406,-64.19264812877702,Maestro Marcelo Lopez S/N,Fte. Escual De Niños Cantores
7185,-31.43774388103347,-64.19229379537634,Medina Allende S/N,Esq Haya De La Torre (Fte. Bar)
7186,-31.43796339713182,-64.18853151648963,Enrique Barros S/N,Esq. Bordillo (Fte. Escuela Salud Publica)
7187,-31.43636376994115,-64.18798099651202,Enrique Barros S/N,Frente Facultad De Fonoaudiologia
7188,-31.43368682650847,-64.18580286774102,Av. Los Nogales S/N,Entre Enrique Barros Y Ciudad De Valparaiso
7189,-31.42963054613962,-64.1840179037562,Av. Ciudad De Valparaiso S/N,Plaza España (Fte. Parque Del Bicentenario) Esq C. Thays
7190,-31.42597242561032,-64.18351477474111,Bv. Chacabuco 745,Esq. Obispo Oro
7191,-31.422463773634,-64.18206350849128,Bv. Chacabuco 451,Esq. Bv. Arturo Illia
7192,-31.41998972072871,-64.18099829556499,Bv. Chacabuco 261,Entre Corrientes Y Entre Rios
7193,-31.41788725523638,-64.1801374268816,Bv. Chacabuco 53,Entre San Jeronimo Y Rosario De Sta. Fe
7194,-31.35390063928361,-64.17569636914631,Av. Juan B. Justo 5400,Esq. Alfonsina Storni
7195,-31.350772944975,-64.1760306949278,Av. Juan B. Justo 5650,Entre Constancio Vigil Y Eugenio Maria Hostos
7196,-31.34753190765954,-64.17599980386042,Av. Juan B. Justo 6000,Fte. Liceo Militar
7197,-31.34444709428545,-64.17605252841514,Av. Juan B. Justo 6350,Fte. Cordoba Rugby
7198,-31.34171066686499,-64.17598684424222,Av. Juan B. Justo 6598,Esq. El Chingolo
7199,-31.33673639726679,-64.17594202166993,Av. Juan B. Justo 6819,Entre Calle 3 Y Calle 1 (Fte. Seccional De Policia)
7200,-31.3346151513971,-64.17559521623711,Av. Juan B. Justo 7260,Esq. Ana Riglos De Yrigoyen
7201,-31.3302387078777,-64.17561375073397,Av. Juan B. Justo 7700,Esq. Bernardino Lopez (Fte. Escuela)
7202,-31.32675363363941,-64.17564441112158,Av. Juan B. Justo 8000,Fte. Ingreso Villa Grande
7203,-31.32384975759942,-64.17563234678146,Av. Juan B. Justo 8250,Fte. Colegio
7204,-31.32105984869653,-64.1757143654797,Av. Juan B. Justo 8500,Esq. Bordi
7205,-31.31635162579694,-64.17576568911583,Av. Juan B. Justo 8864,Esq. Del Charango
7206,-31.31348933727821,-64.17576290295148,Av. Juan B. Justo 9262,Fte. Escuela Unesco
7207,-31.31142258176733,-64.17601295718731,Av. Juan B. Justo 9690,Esq. El Guardamonte (Plaza Guiñazu)
7208,-31.3091159714001,-64.17561570904243,Av. Juan B. Justo 9922,Esq. El Pegual.
7209,-31.36492179978537,-64.15300725484437,Marco Del Pont 1160,Esq. Pedro Lacasa
7210,-31.36382214448516,-64.1544726684002,Pedro Naon 600,Entre Marco Del Pont Y Alejandra Pizernick
7211,-31.36355922129818,-64.1560679101687,Pedro Naon 440,Esq. Calle Publica Fte. Colegio
7212,-31.36311824117859,-64.15872707470183,Pedro Naon 112,Esq. Calle Publica
7213,-31.36279022760194,-64.16059017432684,Pedro Naon 00,Esq. Calle Publica
7214,-31.36347178546812,-64.16177509117627,Calle Publica 46,Esq. Calle Publica
7215,-31.36437962708866,-64.16277466173527,Calle Publica S/N,Esq. Calle Publica (Linea 42)
7216,-31.36404432084991,-64.16444468919508,Bauchs S/N,Esq. Jose Podesta
7217,-31.36314873848441,-64.16373088734326,Jose Podesta S/N,Esq. Calle Publica
7218,-31.36222547902298,-64.1631173855274,Conrado Nale Roxlo 851,Esq. Julio Arboleda
7219,-31.36177228102363,-64.16583485947295,Conrado Nale Roxlo 650,Entre Florencio Varela Y Juan Montalvo
7220,-31.36137843518307,-64.16810084141511,Conrado Nale Roxlo 505,Esq. Miguel Cane
7221,-31.36217743027385,-64.16906014398602,Miguel Cane 3650,Entre Rafael Pombo Y Jose De Olmedo
7222,-31.36303113086823,-64.1700105854393,Miguel Cane 3511,Esq. Carlos Saavedra Lamas
7223,-31.36583344655414,-64.17215707368429,Miguel Cane 3281,Entre Carlos Calvo Y Alberto Gerchunoff
7224,-31.36734442456308,-64.17212905500091,Miguel Cane 3000,Esq. Pablo Neruda
7225,-31.36795518925349,-64.17365889591034,Pablo Neruda 118,Esq. Ricardo Palma
7226,-31.40565016127419,-64.22886157152462,Av. Duarte Quiros 3546,Esq. Felix Paz
7227,-31.4050079540633,-64.23197069328303,Av. Duarte Quiros 3830,Esq. Diego Cala
7228,-31.40419702126109,-64.23491594884902,Av. Duarte Quiros 4100,Esq. Av. Agustin Roque Arias
7229,-31.40261997621443,-64.23772169179179,Av. Duarte Quiros 4299,Esq. Garcia Martinez
7230,-31.40128795492738,-64.24011962413633,Av. Duarte Quiros 4470,Esq. Arrecifes
7231,-31.40228975386746,-64.24230688493532,Falucho 184,Esq. Yavi
7232,-31.40335735934915,-64.24282354879622,Falucho 286,Esq. Guillermo Reyna
7233,-31.40540775507458,-64.2437924657807,Falucho 394,Esq. Av. Don Bosco
7234,-31.4089944053397,-64.24220100281437,Adolfo Davila 574,Entre Jose De Prado Y Felix Robin Ferreyra
7235,-31.41157058059807,-64.24293829846293,Adolfo Davila 700,Esq. Av. Santa Ana
7236,-31.4114422277663,-64.245575203724,Av. Santa Ana 4680,Esq. Pje Cordero
7237,-31.41182971783893,-64.24866583858838,Av. Santa Ana 4732,Entre Aviador Pettirossi Y Aviador Mira
7238,-31.41158601172768,-64.25224427628189,Av. Santa Ana 5072,Entre Barrientos Y Arteaga
7239,-31.41287649312191,-64.25507482435596,Paine 5212,Entre Ramon Platero Y Pichuin
7240,-31.41445562425209,-64.2568864596445,Paine 5350,Entre Pje. Yanquinan Y Leuvuco
7241,-31.41576690781333,-64.25806247183421,Sayhueque 1050,Entre Manuel Namuncura Y Necuñan
7242,-31.41558508322565,-64.25821315417122,Sayhueque 1050,Esq. Sayhueque (Plaza Pq. Republica)
7243,-31.41414583254531,-64.25635306825143,Paine 5350,Entre Leuvuco Y Pichuin
7244,-31.41262452062599,-64.25460467558013,Paine 5245,Esq. Ramon Platero
7245,-31.4116613896157,-64.25236930776917,Av. Santa Ana 5052,Entre Aviador Valenti Y Arteaga
7246,-31.4118976244569,-64.24920788250921,Av. Santa Ana 4749,Entre Aviador Locatelli Y Aviador Pettirossi
7247,-31.41156741406084,-64.24520618507646,Av. Santa Ana 4669,Esq. Pje Cordero
7248,-31.4096986792281,-64.24363887239545,Arrecifes 803,Entre Av. Santa Ana Y Felix Robin Ferreyra
7249,-31.40639381304903,-64.2428112739072,Arrecifes 405,Esq. Av. Don Bosco
7250,-31.40407093384973,-64.2417661419498,Arrecifes 355,Entre Venta Y Media Y Guillermo Reyna
7251,-31.40216415547094,-64.24082887877636,Arrecifes 283,Entre Yavi Y Av. Duarte Quiros
7252,-31.40140946967596,-64.2400516660912,Av. Duarte Quiros 4485,Entre Arrecifes Y Eugenio Galli
7253,-31.40244350003096,-64.23829116986286,Av. Duarte Quiros 4300,Esq. Juan Garcia Martinez
7254,-31.4039763867052,-64.23551737570354,Av. Duarte Quiros 4051,Esq. Agustin Roque Arias
7255,-31.40501123198868,-64.23242474683768,Av. Duarte Quiros 3837,Esq. Diego Cala
7256,-31.40579098983054,-64.22859683849683,Av. Duarte Quiros 3513,Entre Felix Paz Y Gaona
7257,-31.4062604880189,-64.22645159541545,Av. Duarte Quiros 3309,Entre Juana Azurduy Y Cjal. Peñaloza
7258,-31.37022831068584,-64.17560749995295,Ricardo Levene 14,Entre Juan B. Justo Y Emilio Ravignani
7259,-31.37020693419783,-64.17264907889262,Ricardo Levene 200,Entre Eduardo Wilde Y Miguel Cane
7260,-31.36790489828386,-64.1720628561257,Miguel Cane 3000,Esq. Pablo Neruda
7261,-31.36573935954019,-64.17208300836823,Miguel Cane 3280,Entre Carlos Calvo Y Alberto Gerchunoff
7262,-31.36457750302236,-64.17154203026656,Miguel Cane 3500,Esq. Benjamin Vicuña Mackena
7263,-31.36337882481693,-64.1701408504533,Miguel Cane 3648,Esq. Carlos Saavedra Lamas
7264,-31.36205978553283,-64.16874247383038,Miguel Cane 3800,Esq. Rafael Pombo
7265,-31.36161655505632,-64.16713685508384,Conrado Nale Roxlo 594,Esq. Joaquin Castellanos
7266,-31.36181666666667,-64.16578096864768,Conrado Nale Roxlo 794,Esq. Florencio Varela
7267,-31.36216767422619,-64.16379973279649,Conrado Nale Roxlo 990,Esq. Julio Arboleda
7268,-31.36283967450875,-64.16349179213277,Jose Podesta S/N,Esq. Calle Publica
7269,-31.36380996685071,-64.16460761162942,Jose Podesta S/N,Esq. Bauchs
7270,-31.36445315056923,-64.16320146497495,Bauchs S/N,Esq. Calle Publica (Regreso)
7271,-31.36361373911663,-64.16178182367659,Calle Publica S/N,Esq. Calle Publica (Linea 42)
7272,-31.36294698115107,-64.16103064275595,Calle Publica S/N,Esq. Pedro Naon (Linea 42)
7273,-31.36310698875735,-64.15970719918326,Pedro Naon 115,Esq. Calle Publica
7274,-31.3636161955727,-64.15663135745666,Pedro Naon 435,Esq. Calle Publica Fte. Colegio
7275,-31.36404668402517,-64.15407802007255,Pedro Naon 651,Entre Marco Del Pont Y Alejandra Pizernick
7276,-31.36501596465136,-64.15309985561699,Marco Del Pont 1160,Esq. Pedro Lacasa
7277,-31.41136671215587,-64.26390804463003,Alto Alegre 834,Esq. Santa Ana
7278,-31.41305348021237,-64.26384473088031,Alto Alegre 920,Esq. Pje. Quintelen
7279,-31.4153813798674,-64.26381685850737,Alto Alegre 1040,Esq. Manuel Namuncura
